"""<strong>ID
</strong>""","""<strong>經節
Verse</strong>""","""<strong>錄音
Audio</strong>""","""<strong>經卷
Book</strong>"""
1BbaeFiBeI1xXq1OQ15KCMI_ffP2dlsvTxAOVzccD7Gg,Prestudy Notes for Luke 2,"<a href=""https://docs.google.com/document/d/1BbaeFiBeI1xXq1OQ15KCMI_ffP2dlsvTxAOVzccD7Gg/edit?usp=drivesdk"">GoogleDrive</a>",路加福音 Luke
1Ubf4L_NfsJ8cXrcULSX48MZ2fpc1guBdM-kPLjRzDOk,Prestudy Notes for Exodus Chapter 40,"<a href=""https://docs.google.com/document/d/1Ubf4L_NfsJ8cXrcULSX48MZ2fpc1guBdM-kPLjRzDOk/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1C9IOGnEIKBHRNwQuJG9u5a3ZlDiSXJz3Pt3p5VwHoC0,Prestudy Notes for Exodus Chapter 33-34,"<a href=""https://docs.google.com/document/d/1C9IOGnEIKBHRNwQuJG9u5a3ZlDiSXJz3Pt3p5VwHoC0/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1Gsz79h9dXGJvdaCebRT53_sJVpv5Ky9XlUksQn_6-6U,Prestudy Notes for Exodus Chapter 28-31 and 39,"<a href=""https://docs.google.com/document/d/1Gsz79h9dXGJvdaCebRT53_sJVpv5Ky9XlUksQn_6-6U/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
10kVQ8NsL-UFqSb7NN6dph6eEN7j5DcjzbEO-uKp1Ht0,Prestudy Notes of Exodus Chapter 25-27 and 35-40,"<a href=""https://docs.google.com/document/d/10kVQ8NsL-UFqSb7NN6dph6eEN7j5DcjzbEO-uKp1Ht0/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1JFd_egX1tuYOX14Wq0cf5XLMBmE_N2lSIHGS1Ly0pw8,Prestudy Notes for Exodus Chapter 23 Verse 20 to Chapter 24 Verse 18,"<a href=""https://docs.google.com/document/d/1JFd_egX1tuYOX14Wq0cf5XLMBmE_N2lSIHGS1Ly0pw8/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1eN8k1jtyshSuGe02_7sf8mSuLx4Z90UhMR6XVKI2qto,Prestudy Notes for Exodus Chapter 20 Verse 22 to Chapter 23 Verse 19,"<a href=""https://docs.google.com/document/d/1eN8k1jtyshSuGe02_7sf8mSuLx4Z90UhMR6XVKI2qto/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1_WqoVz8ivfKyAW29i2JaxTk0b4cpIEcMTuRxFutO0aw,Prestudy Notes for Exodus Chapter 17 Verse 8 to Chapter 18 Verse 27,"<a href=""https://docs.google.com/document/d/1_WqoVz8ivfKyAW29i2JaxTk0b4cpIEcMTuRxFutO0aw/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1bXXbXwhpZJX-DGQZu_RUr2q4Ca0t72tP6Crppj1qUGI,Prestudy Notes for Exodus Chapter 19 Verse 1 to Chapter 20 Verse 21,"<a href=""https://docs.google.com/document/d/1bXXbXwhpZJX-DGQZu_RUr2q4Ca0t72tP6Crppj1qUGI/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
18Hy0OAtvwC1UdojlbzUmxqGVACU4z0rdISMbFZctEHw,Prestudy Notes for Exodus Chapter 15 Verse 22 to Chapter 17 Verse 7,"<a href=""https://docs.google.com/document/d/18Hy0OAtvwC1UdojlbzUmxqGVACU4z0rdISMbFZctEHw/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1gqdFEchrSwGMXkhbLTKqWFkpzJMFPC6BMZRYWRZC9Pc,Prestudy Notes for Exodus Chapter 15 Verse 1 to 21,"<a href=""https://docs.google.com/document/d/1gqdFEchrSwGMXkhbLTKqWFkpzJMFPC6BMZRYWRZC9Pc/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1b8aYPvAOuEXzqu5HWCrwRgNANsihqGsAZozL5E-KaOQ,Prestudy Notes for Exodus Chapter 13 Verse 17 to Chapter 14 Verse 31,"<a href=""https://docs.google.com/document/d/1b8aYPvAOuEXzqu5HWCrwRgNANsihqGsAZozL5E-KaOQ/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1Sdyqn4JNGoF64qUzufBbmM5458KzB8R7pV2ustmZ-A4,Prestudy Notes for Exodus Chapter 12 to Chapter 13 Verse 16,"<a href=""https://docs.google.com/document/d/1Sdyqn4JNGoF64qUzufBbmM5458KzB8R7pV2ustmZ-A4/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1w5FGWbsJi2uXuAXfUn9Ik2oyC4cN1nrurF7my4zNZ1I,Prestudy Notes for Exodus Chapter 7 Verses 6 to Chapter 11 Verses 10,"<a href=""https://docs.google.com/document/d/1w5FGWbsJi2uXuAXfUn9Ik2oyC4cN1nrurF7my4zNZ1I/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1Ogm8nflLTUzIOyPTBXXUlQOW-zcG4O-KNAt-sgd5lRg,Prestudy Notes for Exodus Chapter 5 Verses 1 to 23,"<a href=""https://docs.google.com/document/d/1Ogm8nflLTUzIOyPTBXXUlQOW-zcG4O-KNAt-sgd5lRg/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1X_nWmUEYZId_hHfwl82uqrQxwqLVi9gKtY2ZV964bWc,Prestudy Notes for Exodus Chapter 6 Verse 1 to Chapter 7 Verse 5,"<a href=""https://docs.google.com/document/d/1X_nWmUEYZId_hHfwl82uqrQxwqLVi9gKtY2ZV964bWc/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1dtd8KvqzE10OL6XsP4LnzWG8Rb-WBwirgU3EXxOH86Q,Prestudy Notes for Exodus Chapter 4 Verses 17 to 31,"<a href=""https://docs.google.com/document/d/1dtd8KvqzE10OL6XsP4LnzWG8Rb-WBwirgU3EXxOH86Q/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1vf5AR0xhPY2JOnh90WL3db95fHdMFaQF8tuXtu4co4I,Prestudy Notes for Exodus Chapter 4 Verses 9 to 17,"<a href=""https://docs.google.com/document/d/1vf5AR0xhPY2JOnh90WL3db95fHdMFaQF8tuXtu4co4I/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
190uwlsVR5t3O4ADZAMCWJ5EKn-WqKhEvyl7lIvO0zdc,Prestudy Notes for Exodus Chapter 3 Verse 16 to Chapter 4 Verse 9,"<a href=""https://docs.google.com/document/d/190uwlsVR5t3O4ADZAMCWJ5EKn-WqKhEvyl7lIvO0zdc/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1h5VOrEByq6TdqJuuXsq5XDRhxtw881DGEpoxt1JVrIo,Prestudy Notes for Exodus Chapter 3 Verses 10 to 15,"<a href=""https://docs.google.com/document/d/1h5VOrEByq6TdqJuuXsq5XDRhxtw881DGEpoxt1JVrIo/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
15PQ9PPcTJhfN5TI888HnpfsNkPOxE3yfSuglDUvNG5o,Prestudy Notes for Exodus Chapter 3 Verses 1 to 10,"<a href=""https://docs.google.com/document/d/15PQ9PPcTJhfN5TI888HnpfsNkPOxE3yfSuglDUvNG5o/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1P3Z_GJf0ICgbmiquM3d4cU_L83FjZc692YDznFEKgJg,Prestudy Notes for Exodus Chapter 2 Verses 11 to 15,"<a href=""https://docs.google.com/document/d/1P3Z_GJf0ICgbmiquM3d4cU_L83FjZc692YDznFEKgJg/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1N0sEiAQcSroM_FhO7bVJTFjDtYcAo5Bv1fO1amFk1LI,Prestudy Notes for Exodus Chapter 2 Verses 1 to 10,"<a href=""https://docs.google.com/document/d/1N0sEiAQcSroM_FhO7bVJTFjDtYcAo5Bv1fO1amFk1LI/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1r-Vq5awM5Mh-YhoZJIiw6Gy26u7k77SWkDIAxLMiaXI,Prestudy Notes for Exodus Chapter 1 Verses 8 to 22,"<a href=""https://docs.google.com/document/d/1r-Vq5awM5Mh-YhoZJIiw6Gy26u7k77SWkDIAxLMiaXI/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1Pp62am-whwiYgm8gptWamC6jzpSqHIAiyL2G0vqKjTM,Prestudy Notes for Exodus Chapter 1 Verses 1 to 7,"<a href=""https://docs.google.com/document/d/1Pp62am-whwiYgm8gptWamC6jzpSqHIAiyL2G0vqKjTM/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
1-ZECYiVjKUyl5MnTXRtE1i61QhTTq0CHBg9Xu4T8mfs,Prestudy Outline of Exodus,"<a href=""https://docs.google.com/document/d/1-ZECYiVjKUyl5MnTXRtE1i61QhTTq0CHBg9Xu4T8mfs/edit?usp=drivesdk"">GoogleDrive</a>",出埃及记 Exodus
